date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2006-12-17,31.374444444444443,55.82333333333335,26.454444444444444,27.703333333333333,36.929444444444435,33.278888888888886,21.72166666666666,27.000555555555557,31.509444444444448,42.48444444444444,60.48166666666668,41.18333333333332,31.93111111111111,27.679444444444446,34.87722222222223,49.756666666666675,55.43388888888889,56.77944444444446,61.61833333333334,48.473333333333336,56.02500000000001,50.67944444444446,25.300000000000008,7.29555555555556
2006-12-18,4.606111111111113,5.221666666666665,4.741111111111111,5.165555555555557,17.105555555555554,4.891666666666666,10.166666666666664,40.84055555555554,34.70222222222221,27.155555555555555,21.827222222222225,26.03222222222222,29.26777777777778,28.034444444444443,28.883888888888897,29.73833333333334,32.48833333333334,35.91499999999999,40.042222222222215,43.57499999999998,50.842777777777776,36.162222222222226,28.979999999999997,25.787777777777777
2006-12-19,13.95222222222222,5.883888888888889,5.453888888888887,5.138333333333333,5.4638888888888895,5.111111111111111,13.27222222222222,29.760555555555563,64.65055555555556,26.96277777777778,7.285555555555558,38.69388888888891,7.177777777777779,5.007777777777776,5.035555555555556,7.022777777777778,22.868888888888886,35.19166666666667,36.74500000000001,30.701666666666664,49.00888888888888,24.047777777777775,11.999999999999998,6.395
2006-12-20,7.663888888888889,4.311111111111112,13.072777777777777,5.167222222222223,4.816666666666664,4.378333333333336,4.726666666666668,25.44388888888889,48.62666666666668,23.092222222222226,25.17166666666667,48.20666666666664,23.683888888888887,23.806666666666676,21.581666666666667,4.685555555555554,7.807222222222221,9.558333333333332,47.280555555555566,54.14388888888889,59.59111111111112,60.76777777777779,50.98277777777777,39.696111111111115
2006-12-21,25.597777777777786,23.299444444444443,21.24833333333334,5.043333333333334,4.112222222222224,4.845000000000001,4.92777777777778,21.34111111111111,26.05055555555555,42.93,29.46166666666666,20.876111111111108,13.65222222222222,28.137222222222228,17.065000000000005,5.123333333333332,22.66777777777778,29.210555555555565,40.72166666666668,36.6188888888889,40.622777777777785,16.371111111111105,4.671111111111112,4.507222222222222
2006-12-22,4.448888888888889,4.533333333333333,4.460555555555556,4.564444444444445,4.4044444444444455,13.447222222222216,7.993888888888891,28.71999999999999,45.74,31.605,22.416111111111107,20.876111111111108,20.474444444444444,11.198333333333334,13.592777777777776,24.1938888888889,26.18666666666667,24.94666666666667,44.78277777777778,65.6361111111111,58.934444444444445,75.81111111111112,51.08444444444444,40.32000000000002
2006-12-23,28.303888888888878,28.713333333333324,28.346111111111114,29.525555555555563,31.526666666666678,37.151666666666664,27.489444444444448,67.05611111111111,69.84722222222219,54.10666666666667,49.536111111111104,52.649999999999984,48.81333333333334,56.771666666666654,62.63277777777778,67.48499999999999,72.48499999999999,90.87555555555555,64.65666666666665,68.63055555555556,69.69,54.807222222222215,72.13222222222221,92.70777777777776
2006-12-24,67.13333333333335,54.59499999999999,38.383888888888904,26.77944444444444,26.26833333333333,27.19833333333334,31.58666666666667,24.606666666666648,23.79611111111112,45.4277777777778,44.588888888888874,34.882222222222225,25.0,53.99888888888888,22.858888888888888,51.613888888888894,33.452222222222225,28.108333333333324,8.420000000000002,7.567222222222221,7.901666666666668,8.067222222222219,7.9961111111111105,8.105555555555554
2006-12-25,16.65944444444444,20.112777777777776,7.300000000000002,9.832777777777773,9.644444444444446,10.335,4.401111111111112,11.28,43.51833333333334,24.891111111111115,31.927777777777774,50.74333333333333,48.54333333333334,37.082222222222214,29.72888888888889,29.005555555555567,64.54722222222222,34.529999999999994,40.38444444444444,27.15833333333334,32.95222222222222,63.947777777777766,70.24777777777777,43.20388888888889
2006-12-26,40.40444444444445,40.0438888888889,40.18222222222222,40.81777777777778,49.87500000000001,39.79555555555555,39.80333333333331,52.267777777777795,39.43222222222223,59.08444444444444,67.36500000000002,39.558888888888895,41.07833333333334,48.11333333333333,63.77666666666666,43.82666666666667,57.51222222222222,55.70555555555555,54.11166666666666,50.56666666666667,57.983333333333334,44.306666666666665,14.393333333333336,12.803333333333336
